Date,Time,Tel,Confirmations,Label
20200102,2354,c3,0,0
20200103,0006,c3,0,0
20200103,0018,c3,0,0
20200103,0030,c3,0,0
20200103,0042,c3,0,0
20200103,0054,c3,0,0
20200103,0130,c3,0,0
20200103,0142,c3,0,0
20200103,0154,c3,0,0
20200103,0218,c3,0,0
20200103,0230,c3,0,0
20200103,0242,c3,0,0
20200103,0306,c3,0,0
20200103,0318,c3,0,0
20200103,0330,c3,0,0
20200103,0422,c3,0,0
20200103,0433,c3,0,0
20200103,0443,c3,0,0
20200103,0454,c3,0,0
20200103,0506,c3,0,0
20200103,0518,c3,0,0
20200103,0530,c3,0,0
20200103,0542,c3,0,0
20200103,0618,c3,0,0
20200103,0630,c3,0,0
20200103,0718,c3,0,0
20200103,0730,c3,0,0
20200103,0742,c3,0,0
20200103,0806,c3,0,0
20200103,0830,c3,0,0
20200103,0842,c3,0,0
20200103,0906,c3,0,0
20200103,0930,c3,0,0
20200103,0942,c3,0,0
20200103,0954,c3,0,0
20200103,1006,c3,0,0
20200103,1018,c3,0,0
20200103,1030,c3,0,0
20200103,1042,c3,0,0
20200103,1054,c3,0,0
20200103,1106,c3,0,0
20200103,1118,c3,0,0
20200103,1130,c3,0,0
20200103,1142,c3,0,0
20200103,1154,c3,0,0
20200103,1206,c3,0,0
20200103,1218,c3,0,0
20200103,1230,c3,0,0
20200103,1242,c3,0,0
20200103,1254,c3,0,0
20200103,1330,c3,0,0
20200103,1342,c3,0,0
20200103,1354,c3,0,0
20200103,1406,c3,0,0
20200103,1418,c3,0,0
20200103,1430,c3,0,0
20200103,1442,c3,0,0
20200103,1506,c3,0,0
20200103,1518,c3,0,0
20200103,1530,c3,0,0
20200103,1542,c3,0,0
20200103,1554,c3,0,0
20200103,1606,c3,0,0
20200103,1640,c3,0,0
20200103,1654,c3,0,0
20200103,1706,c3,0,0
20200103,1718,c3,0,0
20200103,1730,c3,0,0
20200103,1742,c3,0,0
20200103,1754,c3,0,0
20200103,1806,c3,0,0
20200103,1818,c3,0,0
20200103,1830,c3,0,0
20200103,1842,c3,0,0
20200103,1854,c3,0,0
20200103,1906,c3,0,0
20200103,1918,c3,0,0
20200103,1930,c3,0,0
20200103,1942,c3,0,0
20200103,1954,c3,0,0
20200103,2006,c3,0,0
20200103,2018,c3,0,0
20200103,2030,c3,0,0
20200103,2042,c3,0,0
20200103,2118,c3,0,0
20200103,2130,c3,0,0
20200103,2142,c3,0,0
20200103,2154,c3,0,0
20200103,2206,c3,0,0
20200103,2218,c3,0,0
20200103,2230,c3,0,0
20200103,2306,c3,0,0
20200103,2318,c3,0,0
20200103,2330,c3,0,0
20200103,2342,c3,0,0
20200103,2354,c3,0,0
20200104,0006,c3,0,0
20200104,0018,c3,0,0
20200104,0030,c3,0,0
20200104,0042,c3,0,0
20200104,0054,c3,0,0
20200104,0130,c3,0,0
20200104,0142,c3,0,0
20200104,0154,c3,0,0
20200104,0206,c3,0,0
20200104,0218,c3,0,0
20200104,0230,c3,0,0
20200104,0242,c3,0,0
20200104,0306,c3,0,0
20200104,0318,c3,0,0
20200104,0330,c3,0,0
20200104,0342,c3,0,0
20200104,0354,c3,0,0
20200104,0406,c3,0,0
20200104,0418,c3,0,0
20200104,0430,c3,0,0
20200104,0442,c3,0,0
20200104,0454,c3,0,0
20200104,0506,c3,0,0
20200104,0518,c3,0,0
20200104,0530,c3,0,0
20200104,0542,c3,0,0
20200104,0554,c3,0,0
20200104,0606,c3,0,0
20200104,0618,c3,0,0
20200104,0630,c3,0,0
20200104,0642,c3,0,0
20200104,0654,c3,0,0
20200104,0706,c3,0,0
20200104,0718,c3,0,0
20200104,0730,c3,0,0
20200104,0742,c3,0,0
20200104,0754,c3,0,0
20200104,0806,c3,0,0
20200104,0818,c3,0,0
20200104,0830,c3,0,0
20200104,0842,c3,0,0
20200104,0906,c3,0,0
20200104,0918,c3,0,0
20200104,0930,c3,0,0
20200104,0942,c3,0,0
20200104,0954,c3,0,0
20200104,1006,c3,0,0
20200104,1018,c3,0,0
20200104,1030,c3,0,0
20200104,1042,c3,0,0
20200104,1054,c3,0,0
20200104,1106,c3,0,0
20200104,1118,c3,0,0
20200104,1130,c3,0,0
20200104,1142,c3,0,0
20200104,1154,c3,0,0
20200104,1206,c3,0,0
20200104,1218,c3,0,0
20200104,1230,c3,0,0
20200104,1242,c3,0,0
20200104,1254,c3,0,0
20200104,1330,c3,0,0
20200104,1342,c3,0,0
20200104,1354,c3,0,0
20200104,1406,c3,0,0
20200104,1418,c3,0,0
20200104,1430,c3,0,0
20200104,1442,c3,0,0
20200104,1506,c3,0,0
20200104,1518,c3,0,0
20200104,1530,c3,0,0
20200104,1542,c3,0,0
20200104,1554,c3,0,0
20200104,1606,c3,0,0
20200104,1618,c3,0,0
20200104,1630,c3,0,0
20200104,1642,c3,0,0
20200104,1654,c3,0,0
20200104,1706,c3,0,0
20200104,1718,c3,0,0
20200104,1730,c3,0,0
20200104,1742,c3,0,0
20200104,1754,c3,0,0
20200104,1806,c3,0,0
20200104,1818,c3,0,0
20200104,1830,c3,0,0
20200104,1842,c3,0,0
20200104,1854,c3,0,0
20200104,1906,c3,0,0
20200104,1918,c3,0,0
20200104,1930,c3,0,0
20200104,1942,c3,0,0
20200104,1954,c3,0,0
20200104,2006,c3,0,0
20200104,2018,c3,0,0
20200104,2030,c3,0,0
20200104,2042,c3,0,0
20200104,2118,c3,0,0
20200104,2130,c3,0,0
20200104,2142,c3,0,0
20200104,2154,c3,0,0
20200104,2206,c3,0,0
20200104,2218,c3,0,0
20200104,2230,c3,0,0
20200104,2306,c3,0,0
20200104,2318,c3,0,0
20200104,2330,c3,0,0
20200104,2342,c3,0,0
20200104,2354,c3,0,0
20200105,0006,c3,0,0
20200105,0018,c3,0,0
20200105,0030,c3,0,0
20200105,0042,c3,0,0
20200105,0054,c3,0,0
20200105,0130,c3,0,0
20200105,0142,c3,0,0
20200105,0154,c3,0,0
20200105,0206,c3,0,0
20200105,0218,c3,0,0
20200105,0230,c3,0,0
20200105,0242,c3,0,0
20200105,0306,c3,0,0
20200105,0318,c3,0,0
20200105,0330,c3,0,0
20200105,0342,c3,0,0
20200105,0354,c3,0,0
20200105,0406,c3,0,0
20200105,0418,c3,0,0
20200105,0430,c3,0,0
20200105,0442,c3,0,0
20200105,0454,c3,0,0
20200105,0506,c3,0,0
20200105,0518,c3,0,0
20200105,0530,c3,0,0
20200105,0542,c3,0,0
20200105,0554,c3,0,0
20200105,0606,c3,0,0
20200105,0618,c3,0,0
20200105,0630,c3,0,0
20200105,0642,c3,0,0
20200105,0654,c3,0,0
20200105,0706,c3,0,0
20200105,0718,c3,0,0
20200105,0730,c3,0,0
20200105,0742,c3,0,0
20200105,0754,c3,0,0
20200105,0806,c3,0,0
20200105,0818,c3,0,0
20200105,0830,c3,0,0
20200105,0842,c3,0,0
20200105,0906,c3,0,0
20200105,0918,c3,0,0
20200105,0930,c3,0,0
20200105,0942,c3,0,0
20200105,0954,c3,0,0
20200105,1006,c3,0,0
20200105,1018,c3,0,0
20200105,1030,c3,0,0
20200105,1042,c3,0,0
20200105,1054,c3,0,0
20200105,1106,c3,0,0
20200105,1118,c3,0,0
20200105,1130,c3,0,0
20200105,1142,c3,0,0
20200105,1154,c3,0,0
20200105,1206,c3,0,0
20200105,1218,c3,0,0
20200105,1230,c3,0,0
20200105,1242,c3,0,0
20200105,1254,c3,0,0
20200105,1330,c3,0,0
20200105,1342,c3,0,0
20200105,1354,c3,0,0
20200105,1406,c3,0,0
20200105,1418,c3,0,0
20200105,1430,c3,0,0
20200105,1442,c3,0,0
20200105,1510,c3,0,0
20200105,1521,c3,0,0
20200105,1531,c3,0,0
20200105,1542,c3,0,0
20200105,1554,c3,0,0
20200105,1606,c3,0,0
20200105,1618,c3,0,0
20200105,1630,c3,0,0
20200105,1642,c3,0,0
20200105,1654,c3,0,0
20200105,1706,c3,0,0
20200105,1718,c3,0,0
20200105,1730,c3,0,0
20200105,1742,c3,0,0
20200105,1754,c3,0,0
20200105,1806,c3,0,0
20200105,1818,c3,0,0
20200105,1830,c3,0,0
20200105,1842,c3,0,0
20200105,1854,c3,0,0
20200105,1906,c3,0,0
20200105,1918,c3,0,0
20200105,1930,c3,0,0
20200105,1942,c3,0,0
20200105,1954,c3,0,0
20200105,2006,c3,0,0
20200105,2018,c3,0,0
20200105,2030,c3,0,0
20200105,2118,c3,0,0
20200105,2130,c3,0,0
20200105,2142,c3,0,0
20200105,2154,c3,0,0
20200105,2206,c3,0,0
20200105,2218,c3,0,0
20200105,2230,c3,0,0
20200105,2306,c3,0,0
20200105,2318,c3,0,0
20200105,2330,c3,0,0
20200105,2342,c3,0,0
20200105,2354,c3,0,0
20200106,0006,c3,0,0
20200106,0018,c3,0,0
20200106,0030,c3,0,0
20200106,0042,c3,0,0
20200106,0054,c3,0,0
20200106,0130,c3,0,0
20200106,0142,c3,0,0
20200106,0154,c3,0,0
20200106,0206,c3,0,0
20200106,0218,c3,0,0
20200106,0230,c3,0,0
20200106,0242,c3,0,0
20200106,0306,c3,0,0
20200106,0318,c3,0,0
20200106,0330,c3,0,0
20200106,0342,c3,0,0
20200106,0354,c3,0,0
20200106,0406,c3,0,0
20200106,0418,c3,0,0
20200106,0430,c3,0,0
20200106,0442,c3,0,0
20200106,0454,c3,0,0
20200106,0506,c3,0,0
20200106,0518,c3,0,0
20200106,0530,c3,0,0
20200106,0542,c3,0,0
20200106,0554,c3,0,0
20200106,0606,c3,0,0
20200106,0618,c3,0,0
20200106,0630,c3,0,0
20200106,0642,c3,0,0
20200106,0654,c3,0,0
20200106,0706,c3,0,0
20200106,0718,c3,0,0
20200106,0730,c3,0,0
20200106,0742,c3,0,0
20200106,0754,c3,0,0
20200106,0806,c3,0,0
20200106,0818,c3,0,0
20200106,0830,c3,0,0
20200106,0842,c3,0,0
20200106,0906,c3,0,0
20200106,0918,c3,0,0
20200106,0930,c3,0,0
20200106,0942,c3,0,0
20200106,0954,c3,0,0
20200106,1006,c3,0,0
20200106,1018,c3,0,0
20200106,1030,c3,0,0
20200106,1042,c3,0,0
20200106,1054,c3,0,0
20200106,1106,c3,0,0
20200106,1118,c3,0,0
20200106,1130,c3,0,0
20200106,1142,c3,0,0
20200106,1154,c3,0,0
20200106,1206,c3,0,0
20200106,1218,c3,0,0
20200106,1230,c3,0,0
20200106,1242,c3,0,0
20200106,1254,c3,0,0
20200106,1330,c3,0,0
20200106,1342,c3,0,0
20200106,1354,c3,0,0
20200106,1406,c3,0,0
20200106,1418,c3,0,0
20200106,1430,c3,0,0
20200106,1442,c3,0,0
20200106,1506,c3,0,0
20200106,1518,c3,0,0
20200106,1530,c3,0,0
20200106,1542,c3,0,0
20200106,1554,c3,0,0
20200106,1606,c3,0,0
20200106,1618,c3,0,0
20200106,1630,c3,0,0
20200106,1642,c3,0,0
20200106,1654,c3,0,0
20200106,1706,c3,0,0
20200106,1718,c3,0,0
20200106,1730,c3,0,0
20200106,1742,c3,0,0
20200106,1754,c3,0,0
20200106,1806,c3,0,0
20200106,1818,c3,0,0
20200106,1830,c3,0,0
20200106,1842,c3,0,0
20200106,1854,c3,0,0
20200106,1906,c3,0,0
20200106,1918,c3,0,0
20200106,1930,c3,0,0
20200106,1942,c3,0,0
20200106,1954,c3,0,0
20200106,2006,c3,0,0
20200106,2018,c3,0,0
20200106,2030,c3,0,0
20200106,2118,c3,0,0
20200106,2130,c3,0,0
20200106,2142,c3,0,0
20200106,2154,c3,0,0
20200106,2206,c3,0,0
20200106,2218,c3,0,0
20200106,2230,c3,0,0
20200106,2306,c3,0,0
20200106,2318,c3,0,0
20200106,2330,c3,0,0
20200106,2342,c3,0,0
20200106,2354,c3,0,0
20200107,0006,c3,0,0
20200107,0018,c3,0,0
20200107,0030,c3,0,0
20200107,0042,c3,0,0
20200107,0054,c3,0,0
20200107,0130,c3,0,0
20200107,0142,c3,0,0
20200107,0154,c3,0,0
20200107,0206,c3,0,0
20200107,0218,c3,0,0
20200107,0230,c3,0,0
20200107,0242,c3,0,0
20200107,0306,c3,0,0
20200107,0318,c3,0,0
20200107,0330,c3,0,0
20200107,0342,c3,0,0
20200107,0354,c3,0,0
20200107,0406,c3,0,0
20200107,0418,c3,0,0
20200107,0430,c3,0,0
20200107,0442,c3,0,0
20200107,0454,c3,0,0
20200107,0506,c3,0,0
20200107,0518,c3,0,0
20200107,0530,c3,0,0
20200107,0542,c3,0,0
20200107,0554,c3,0,0
20200107,0606,c3,0,0
20200107,0618,c3,0,0
20200107,0630,c3,0,0
20200107,0642,c3,0,0
20200107,0654,c3,0,0
20200107,0706,c3,0,0
20200107,0718,c3,0,0
20200107,0730,c3,0,0
20200107,0742,c3,0,0
20200107,0754,c3,0,0
20200107,0806,c3,0,0
20200107,0818,c3,0,0
20200107,0830,c3,0,0
20200107,0842,c3,0,0
20200107,0906,c3,0,0
20200107,0918,c3,0,0
20200107,0930,c3,0,0
20200107,0942,c3,0,0
20200107,0954,c3,0,0
20200107,1006,c3,0,0
20200107,1018,c3,0,0
20200107,1030,c3,0,0
20200107,1042,c3,0,0
20200107,1054,c3,0,0
20200107,1106,c3,0,0
20200107,1118,c3,0,0
20200107,1130,c3,0,0
20200107,1142,c3,0,0
20200107,1154,c3,0,0
20200107,1206,c3,0,0
20200107,1218,c3,0,0
20200107,1230,c3,0,0
20200107,1242,c3,0,0
20200107,1254,c3,0,0
20200107,1330,c3,0,0
20200107,1342,c3,0,0
20200107,1354,c3,0,0
20200107,1406,c3,0,0
20200107,1418,c3,0,0
20200107,1430,c3,0,0
20200107,1442,c3,0,0
20200107,1506,c3,0,0
20200107,1542,c3,0,0
20200107,1554,c3,0,0
20200107,1606,c3,0,0
20200107,1618,c3,0,0
20200107,1630,c3,0,0
20200107,1642,c3,0,0
20200107,1654,c3,0,0
20200107,1706,c3,0,0
20200107,1718,c3,0,0
20200107,1730,c3,0,0
20200107,1742,c3,0,0
20200107,1754,c3,0,0
20200107,1806,c3,0,0
20200107,1818,c3,0,0
20200107,1830,c3,0,0
20200107,1842,c3,0,0
20200107,1854,c3,0,0
20200107,1906,c3,0,0
20200107,1918,c3,0,0
20200107,1930,c3,0,0
20200107,1942,c3,0,0
20200107,1954,c3,0,0
20200107,2006,c3,0,0
20200107,2018,c3,0,0
20200107,2030,c3,0,0
20200107,2042,c3,0,0
20200107,2118,c3,0,0
20200107,2130,c3,0,0
20200107,2142,c3,0,0
20200107,2154,c3,0,0
20200107,2206,c3,0,0
20200107,2218,c3,0,0
20200107,2230,c3,0,0
20200107,2306,c3,0,0
20200107,2318,c3,0,0
20200107,2330,c3,0,0
20200107,2342,c3,0,0
20200107,2354,c3,0,0
20200108,0006,c3,0,0
20200108,0018,c3,0,0
20200108,0030,c3,0,0
20200108,0042,c3,0,0
20200108,0054,c3,0,0
20200108,0130,c3,0,0
20200108,0142,c3,0,0
20200108,0154,c3,0,0
20200108,0206,c3,0,0
20200108,0218,c3,0,0
20200108,0230,c3,0,0
20200108,0242,c3,0,0
20200108,0306,c3,0,0
20200108,0318,c3,0,0
20200108,0330,c3,0,0
20200108,0342,c3,0,0
20200108,0354,c3,0,0
20200108,0406,c3,0,0
20200108,0418,c3,0,0
20200108,0430,c3,0,0
20200108,0442,c3,0,0
20200108,0454,c3,0,0
20200108,0506,c3,0,0
20200108,0518,c3,0,0
20200108,0530,c3,0,0
20200108,0542,c3,0,0
20200108,0554,c3,0,0
20200108,0606,c3,0,0
20200108,0618,c3,0,0
20200108,0630,c3,0,0
20200108,0642,c3,0,0
20200108,0654,c3,0,0
20200108,0706,c3,0,0
20200108,0718,c3,0,0
20200108,0730,c3,0,0
20200108,0742,c3,0,0
20200108,0754,c3,0,0
20200108,0806,c3,0,0
20200108,0818,c3,0,0
20200108,0830,c3,0,0
20200108,0842,c3,0,0
20200108,0906,c3,0,0
20200108,0918,c3,0,0
20200108,0930,c3,0,0
20200108,0954,c3,0,0
20200108,1006,c3,0,0
20200108,1018,c3,0,0
20200108,1030,c3,0,0
20200108,1042,c3,0,0
20200108,1054,c3,0,0
20200108,1106,c3,0,0
20200108,1118,c3,0,0
20200108,1130,c3,0,0
20200108,1142,c3,0,0
20200108,1154,c3,0,0
20200108,1206,c3,0,0
20200108,1218,c3,0,0
20200108,1230,c3,0,0
20200108,1242,c3,0,0
20200108,1254,c3,0,0
20200108,1330,c3,0,0
20200108,1342,c3,0,0
20200108,1354,c3,0,0
20200108,1406,c3,0,0
20200108,1418,c3,0,0
20200108,1430,c3,0,0
20200108,1442,c3,0,0
20200108,1510,c3,0,0
20200108,1521,c3,0,0
20200108,1531,c3,0,0
20200108,1542,c3,0,0
20200108,1554,c3,0,0
20200108,1606,c3,0,0
20200108,1618,c3,0,0
20200108,1630,c3,0,0
20200108,1642,c3,0,0
20200108,1654,c3,0,0
20200108,1706,c3,0,0
20200108,1718,c3,0,0
20200108,1730,c3,0,0
20200108,1742,c3,0,0
20200108,1754,c3,0,0
20200108,1806,c3,0,0
20200108,1818,c3,0,0
20200108,1830,c3,0,0
20200108,1842,c3,0,0
20200108,1854,c3,0,0
20200108,1906,c3,0,0
20200108,1918,c3,0,0
20200108,1930,c3,0,0
20200108,1942,c3,0,0
20200108,1954,c3,0,0
20200108,2006,c3,0,0
20200108,2018,c3,0,0
20200108,2030,c3,0,0
20200108,2118,c3,0,0
20200108,2130,c3,0,0
20200108,2142,c3,0,0
20200108,2154,c3,0,0
20200108,2206,c3,0,0
20200108,2218,c3,0,0
20200108,2230,c3,0,0
20200108,2306,c3,0,0
20200108,2318,c3,0,0
20200108,2330,c3,0,0
20200108,2342,c3,0,0
20200108,2354,c3,0,0
20200109,0006,c3,0,0
20200109,0018,c3,0,0
20200109,0030,c3,0,0
20200109,0042,c3,0,0
20200109,0054,c3,0,0
20200109,0130,c3,0,0
20200109,0142,c3,0,0
20200109,0154,c3,0,0
20200109,0206,c3,0,0
20200109,0218,c3,0,0
20200109,0242,c3,0,0
20200109,0306,c3,0,0
20200109,0318,c3,0,0
20200109,0330,c3,0,0
20200109,0342,c3,0,0
20200109,0354,c3,0,0
20200109,0406,c3,0,0
20200109,0418,c3,0,0
20200109,0430,c3,0,0
20200109,0442,c3,0,0
20200109,0454,c3,0,0
20200109,0506,c3,0,0
20200109,0518,c3,0,0
20200109,0530,c3,0,0
20200109,0542,c3,0,0
20200109,0554,c3,0,0
20200109,0606,c3,0,0
20200109,0618,c3,0,0
20200109,0630,c3,0,0
20200109,0642,c3,0,0
20200109,0654,c3,0,0
20200109,0706,c3,0,0
20200109,0718,c3,0,0
20200109,0730,c3,0,0
20200109,0742,c3,0,0
20200109,0754,c3,0,0
20200109,0806,c3,0,0
20200109,0818,c3,0,0
20200109,0830,c3,0,0
20200109,0906,c3,0,0
20200109,0918,c3,0,0
20200109,0930,c3,0,0
20200109,0942,c3,0,0
20200109,0954,c3,0,0
20200109,1006,c3,0,0
20200109,1018,c3,0,0
20200109,1030,c3,0,0
20200109,1042,c3,0,0
20200109,1054,c3,0,0
20200109,1106,c3,0,0
20200109,1118,c3,0,0
20200109,1130,c3,0,0
20200109,1142,c3,0,0
20200109,1154,c3,0,0
20200109,1206,c3,0,0
20200109,1218,c3,0,0
20200109,1230,c3,0,0
20200109,1242,c3,0,0
20200109,1254,c3,0,0
20200109,1330,c3,0,0
20200109,1342,c3,0,0
20200109,1354,c3,0,0
20200109,1406,c3,0,0
20200109,1418,c3,0,0
20200109,1430,c3,0,0
20200109,1442,c3,0,0
20200109,1506,c3,0,0
20200109,1518,c3,0,0
20200109,1530,c3,0,0
20200109,1542,c3,0,0
20200109,1554,c3,0,0
20200109,1606,c3,0,0
20200109,1642,c3,0,0
20200109,1654,c3,0,0
20200109,1706,c3,0,0
20200109,1718,c3,0,0
20200109,1730,c3,0,0
20200109,1742,c3,0,0
20200109,1754,c3,0,0
20200109,1806,c3,0,0
20200109,1818,c3,0,0
20200109,1830,c3,0,0
20200109,1842,c3,0,0
20200109,1854,c3,0,0
20200109,1906,c3,0,0
20200109,1918,c3,0,0
20200109,1930,c3,0,0
20200109,1942,c3,0,0
20200109,1954,c3,0,0
20200109,2006,c3,0,0
20200109,2018,c3,0,0
20200109,2030,c3,0,0
20200109,2118,c3,0,0
20200109,2130,c3,0,0
20200109,2142,c3,0,0
20200109,2206,c3,0,0
20200109,2218,c3,0,0
20200109,2230,c3,0,0
20200109,2306,c3,0,0
20200109,2318,c3,0,0
20200109,2330,c3,0,0
20200109,2342,c3,0,0
20200109,2354,c3,0,0
20200110,0006,c3,0,0
20200110,0018,c3,0,0
20200110,0030,c3,0,0
20200110,0042,c3,0,0
20200110,0054,c3,0,0
20200110,0130,c3,0,0
20200110,0142,c3,0,0
20200110,0154,c3,0,0
20200110,0230,c3,0,0
20200110,0242,c3,0,0
20200110,0306,c3,0,0
20200110,0318,c3,0,0
20200110,0330,c3,0,0
20200110,0422,c3,0,0
20200110,0433,c3,0,0
20200110,0443,c3,0,0
20200110,0454,c3,0,0
20200110,0506,c3,0,0
20200110,0518,c3,0,0
20200110,0530,c3,0,0
20200110,0542,c3,0,0
20200110,0618,c3,0,0
20200110,0630,c3,0,0
20200110,0718,c3,0,0
20200110,0730,c3,0,0
20200110,0742,c3,0,0
20200110,0806,c3,0,0
20200110,0830,c3,0,0
20200110,0842,c3,0,0
20200110,0906,c3,0,0
20200110,0930,c3,0,0
20200110,0942,c3,0,0
20200110,0954,c3,0,0
20200110,1006,c3,0,0
20200110,1018,c3,0,0
20200110,1030,c3,0,0
20200110,1042,c3,0,0
20200110,1054,c3,0,0
20200110,1106,c3,0,0
20200110,1118,c3,0,0
20200110,1130,c3,0,0
20200110,1142,c3,0,0
20200110,1154,c3,0,0
20200110,1206,c3,0,0
20200110,1218,c3,0,0
20200110,1230,c3,0,0
20200110,1242,c3,0,0
20200110,1254,c3,0,0
20200110,1330,c3,0,0
