Unnamed: 0,Date,Time
239,20200103,0830
240,20200103,0842
241,20200103,0906
242,20200103,0930
243,20200103,0942
244,20200103,0954
245,20200103,1006
246,20200103,1018
247,20200103,1030
248,20200103,1042
249,20200103,1054
250,20200103,1106
251,20200103,1118
252,20200103,1130
253,20200103,1142
254,20200103,1154
255,20200103,1206
256,20200103,1218
257,20200103,1230
258,20200103,1242
259,20200103,1254
260,20200103,1330
261,20200103,1342
262,20200103,1354
263,20200103,1406
264,20200103,1418
265,20200103,1430
266,20200103,1442
267,20200103,1506
268,20200103,1518
269,20200103,1530
270,20200103,1542
271,20200103,1554
272,20200103,1606
273,20200103,1640
274,20200103,1654
275,20200103,1706
276,20200103,1718
277,20200103,1730
278,20200103,1742
279,20200103,1754
280,20200103,1806
281,20200103,1818
282,20200103,1830
283,20200103,1842
284,20200103,1854
285,20200103,1906
286,20200103,1918
287,20200103,1930
288,20200103,1942
289,20200103,1954
290,20200103,2006
291,20200103,2018
292,20200103,2030
293,20200103,2042
294,20200103,2118
295,20200103,2130
296,20200103,2142
297,20200103,2154
298,20200103,2206
299,20200103,2218
300,20200103,2230
301,20200103,2306
302,20200103,2318
303,20200103,2330
304,20200103,2342
305,20200103,2354
306,20200104,0006
307,20200104,0018
308,20200104,0030
309,20200104,0042
310,20200104,0054
311,20200104,0130
312,20200104,0142
313,20200104,0154
314,20200104,0206
315,20200104,0218
316,20200104,0230
317,20200104,0242
318,20200104,0306
319,20200104,0318
320,20200104,0330
321,20200104,0342
322,20200104,0354
323,20200104,0406
324,20200104,0418
325,20200104,0430
326,20200104,0442
327,20200104,0454
328,20200104,0506
329,20200104,0518
330,20200104,0530
331,20200104,0542
332,20200104,0554
333,20200104,0606
334,20200104,0618
335,20200104,0630
336,20200104,0642
337,20200104,0654
338,20200104,0706
339,20200104,0718
340,20200104,0730
341,20200104,0742
342,20200104,0754
343,20200104,0806
344,20200104,0818
345,20200104,0830
346,20200104,0842
347,20200104,0906
348,20200104,0918
349,20200104,0930
350,20200104,0942
351,20200104,0954
352,20200104,1006
353,20200104,1018
354,20200104,1030
355,20200104,1042
356,20200104,1054
357,20200104,1106
358,20200104,1118
359,20200104,1130
360,20200104,1142
361,20200104,1154
362,20200104,1206
363,20200104,1218
364,20200104,1230
365,20200104,1242
366,20200104,1254
367,20200104,1330
368,20200104,1342
369,20200104,1354
370,20200104,1406
371,20200104,1418
372,20200104,1430
373,20200104,1442
374,20200104,1506
375,20200104,1518
376,20200104,1530
377,20200104,1542
378,20200104,1554
379,20200104,1606
380,20200104,1618
381,20200104,1630
382,20200104,1642
383,20200104,1654
384,20200104,1706
385,20200104,1718
386,20200104,1730
387,20200104,1742
388,20200104,1754
389,20200104,1806
390,20200104,1818
391,20200104,1830
392,20200104,1842
393,20200104,1854
394,20200104,1906
395,20200104,1918
396,20200104,1930
397,20200104,1942
398,20200104,1954
399,20200104,2006
400,20200104,2018
401,20200104,2030
402,20200104,2042
403,20200104,2118
404,20200104,2130
405,20200104,2142
406,20200104,2154
407,20200104,2206
408,20200104,2218
409,20200104,2230
410,20200104,2306
411,20200104,2318
412,20200104,2330
413,20200104,2342
414,20200104,2354
415,20200105,0006
416,20200105,0018
417,20200105,0030
418,20200105,0042
419,20200105,0054
420,20200105,0130
421,20200105,0142
422,20200105,0154
423,20200105,0206
424,20200105,0218
425,20200105,0230
426,20200105,0242
427,20200105,0306
428,20200105,0318
429,20200105,0330
430,20200105,0342
431,20200105,0354
432,20200105,0406
433,20200105,0418
434,20200105,0430
435,20200105,0442
436,20200105,0454
437,20200105,0506
438,20200105,0518
439,20200105,0530
440,20200105,0542
441,20200105,0554
442,20200105,0606
443,20200105,0618
444,20200105,0630
445,20200105,0642
446,20200105,0654
447,20200105,0706
448,20200105,0718
449,20200105,0730
450,20200105,0742
451,20200105,0754
452,20200105,0806
453,20200105,0818
454,20200105,0830
455,20200105,0842
456,20200105,0906
457,20200105,0918
458,20200105,0930
459,20200105,0942
460,20200105,0954
461,20200105,1006
462,20200105,1018
463,20200105,1030
464,20200105,1042
465,20200105,1054
466,20200105,1106
467,20200105,1118
468,20200105,1130
469,20200105,1142
470,20200105,1154
471,20200105,1206
472,20200105,1218
473,20200105,1230
474,20200105,1242
475,20200105,1254
476,20200105,1330
477,20200105,1342
478,20200105,1354
479,20200105,1406
480,20200105,1418
481,20200105,1430
482,20200105,1442
483,20200105,1510
484,20200105,1521
485,20200105,1531
486,20200105,1542
487,20200105,1554
488,20200105,1606
489,20200105,1618
490,20200105,1630
491,20200105,1642
492,20200105,1654
493,20200105,1706
494,20200105,1718
495,20200105,1730
496,20200105,1742
497,20200105,1754
498,20200105,1806
499,20200105,1818
500,20200105,1830
501,20200105,1842
502,20200105,1854
503,20200105,1906
504,20200105,1918
505,20200105,1930
506,20200105,1942
507,20200105,1954
508,20200105,2006
509,20200105,2018
510,20200105,2030
511,20200105,2118
512,20200105,2130
513,20200105,2142
514,20200105,2154
515,20200105,2206
516,20200105,2218
517,20200105,2230
518,20200105,2306
519,20200105,2318
520,20200105,2330
521,20200105,2342
522,20200105,2354
523,20200106,0006
524,20200106,0018
525,20200106,0030
526,20200106,0042
527,20200106,0054
528,20200106,0130
529,20200106,0142
530,20200106,0154
531,20200106,0206
532,20200106,0218
533,20200106,0230
534,20200106,0242
535,20200106,0306
536,20200106,0318
537,20200106,0330
538,20200106,0342
539,20200106,0354
540,20200106,0406
541,20200106,0418
542,20200106,0430
543,20200106,0442
544,20200106,0454
545,20200106,0506
546,20200106,0518
547,20200106,0530
548,20200106,0542
549,20200106,0554
550,20200106,0606
551,20200106,0618
552,20200106,0630
553,20200106,0642
554,20200106,0654
555,20200106,0706
556,20200106,0718
557,20200106,0730
558,20200106,0742
559,20200106,0754
560,20200106,0806
561,20200106,0818
562,20200106,0830
563,20200106,0842
564,20200106,0906
565,20200106,0918
566,20200106,0930
567,20200106,0942
568,20200106,0954
569,20200106,1006
570,20200106,1018
571,20200106,1030
572,20200106,1042
573,20200106,1054
574,20200106,1106
575,20200106,1118
576,20200106,1130
577,20200106,1142
578,20200106,1154
579,20200106,1206
580,20200106,1218
581,20200106,1230
582,20200106,1242
583,20200106,1254
584,20200106,1330
585,20200106,1342
586,20200106,1354
587,20200106,1406
588,20200106,1418
589,20200106,1430
590,20200106,1442
591,20200106,1506
592,20200106,1518
593,20200106,1530
594,20200106,1542
595,20200106,1554
596,20200106,1606
597,20200106,1618
598,20200106,1630
599,20200106,1642
600,20200106,1654
601,20200106,1706
602,20200106,1718
603,20200106,1730
604,20200106,1742
605,20200106,1754
606,20200106,1806
607,20200106,1818
608,20200106,1830
609,20200106,1842
610,20200106,1854
611,20200106,1906
612,20200106,1918
613,20200106,1930
614,20200106,1942
615,20200106,1954
616,20200106,2006
617,20200106,2018
618,20200106,2030
619,20200106,2118
620,20200106,2130
621,20200106,2142
622,20200106,2154
623,20200106,2206
624,20200106,2218
625,20200106,2230
626,20200106,2306
627,20200106,2318
628,20200106,2330
629,20200106,2342
630,20200106,2354
631,20200107,0006
632,20200107,0018
633,20200107,0030
634,20200107,0042
635,20200107,0054
636,20200107,0130
637,20200107,0142
638,20200107,0154
639,20200107,0206
640,20200107,0218
641,20200107,0230
642,20200107,0242
643,20200107,0306
644,20200107,0318
645,20200107,0330
646,20200107,0342
647,20200107,0354
648,20200107,0406
649,20200107,0418
650,20200107,0430
651,20200107,0442
652,20200107,0454
653,20200107,0506
654,20200107,0518
655,20200107,0530
656,20200107,0542
657,20200107,0554
658,20200107,0606
659,20200107,0618
660,20200107,0630
661,20200107,0642
662,20200107,0654
663,20200107,0706
664,20200107,0718
665,20200107,0730
666,20200107,0742
667,20200107,0754
668,20200107,0806
669,20200107,0818
670,20200107,0830
671,20200107,0842
672,20200107,0906
673,20200107,0918
674,20200107,0930
675,20200107,0942
676,20200107,0954
677,20200107,1006
678,20200107,1018
679,20200107,1030
680,20200107,1042
681,20200107,1054
682,20200107,1106
683,20200107,1118
684,20200107,1130
685,20200107,1142
686,20200107,1154
687,20200107,1206
688,20200107,1218
689,20200107,1230
690,20200107,1242
691,20200107,1254
692,20200107,1330
693,20200107,1342
694,20200107,1354
695,20200107,1406
696,20200107,1418
697,20200107,1430
698,20200107,1442
699,20200107,1506
700,20200107,1542
701,20200107,1554
702,20200107,1606
703,20200107,1618
704,20200107,1630
705,20200107,1642
706,20200107,1654
707,20200107,1706
708,20200107,1718
709,20200107,1730
710,20200107,1742
711,20200107,1754
712,20200107,1806
713,20200107,1818
714,20200107,1830
715,20200107,1842
716,20200107,1854
717,20200107,1906
718,20200107,1918
719,20200107,1930
720,20200107,1942
721,20200107,1954
722,20200107,2006
723,20200107,2018
724,20200107,2030
725,20200107,2042
726,20200107,2118
727,20200107,2130
728,20200107,2142
729,20200107,2154
730,20200107,2206
731,20200107,2218
732,20200107,2230
733,20200107,2306
734,20200107,2318
735,20200107,2330
736,20200107,2342
737,20200107,2354
738,20200108,0006
739,20200108,0018
740,20200108,0030
741,20200108,0042
742,20200108,0054
743,20200108,0130
744,20200108,0142
745,20200108,0154
746,20200108,0206
747,20200108,0218
748,20200108,0230
749,20200108,0242
750,20200108,0306
751,20200108,0318
752,20200108,0330
753,20200108,0342
754,20200108,0354
755,20200108,0406
756,20200108,0418
757,20200108,0430
758,20200108,0442
759,20200108,0454
760,20200108,0506
761,20200108,0518
762,20200108,0530
763,20200108,0542
764,20200108,0554
765,20200108,0606
766,20200108,0618
767,20200108,0630
768,20200108,0642
769,20200108,0654
770,20200108,0706
771,20200108,0718
772,20200108,0730
773,20200108,0742
774,20200108,0754
775,20200108,0806
776,20200108,0818
777,20200108,0830
778,20200108,0842
779,20200108,0906
780,20200108,0918
781,20200108,0930
782,20200108,0954
783,20200108,1006
784,20200108,1018
785,20200108,1030
786,20200108,1042
787,20200108,1054
788,20200108,1106
789,20200108,1118
790,20200108,1130
791,20200108,1142
792,20200108,1154
793,20200108,1206
794,20200108,1218
795,20200108,1230
796,20200108,1242
797,20200108,1254
798,20200108,1330
799,20200108,1342
800,20200108,1354
801,20200108,1406
802,20200108,1418
803,20200108,1430
804,20200108,1442
805,20200108,1510
806,20200108,1521
807,20200108,1531
808,20200108,1542
809,20200108,1554
810,20200108,1606
811,20200108,1618
812,20200108,1630
813,20200108,1642
814,20200108,1654
815,20200108,1706
816,20200108,1718
817,20200108,1730
818,20200108,1742
819,20200108,1754
820,20200108,1806
821,20200108,1818
822,20200108,1830
823,20200108,1842
824,20200108,1854
825,20200108,1906
826,20200108,1918
827,20200108,1930
828,20200108,1942
829,20200108,1954
830,20200108,2006
831,20200108,2018
832,20200108,2030
833,20200108,2118
834,20200108,2130
835,20200108,2142
836,20200108,2154
837,20200108,2206
838,20200108,2218
839,20200108,2230
840,20200108,2306
841,20200108,2318
842,20200108,2330
843,20200108,2342
844,20200108,2354
845,20200109,0006
846,20200109,0018
847,20200109,0030
848,20200109,0042
849,20200109,0054
850,20200109,0130
851,20200109,0142
852,20200109,0154
853,20200109,0206
854,20200109,0218
855,20200109,0242
856,20200109,0306
857,20200109,0318
858,20200109,0330
859,20200109,0342
860,20200109,0354
861,20200109,0406
862,20200109,0418
863,20200109,0430
864,20200109,0442
865,20200109,0454
866,20200109,0506
867,20200109,0518
868,20200109,0530
869,20200109,0542
870,20200109,0554
871,20200109,0606
872,20200109,0618
873,20200109,0630
874,20200109,0642
875,20200109,0654
876,20200109,0706
877,20200109,0718
878,20200109,0730
879,20200109,0742
880,20200109,0754
881,20200109,0806
882,20200109,0818
883,20200109,0830
884,20200109,0906
885,20200109,0918
886,20200109,0930
887,20200109,0942
888,20200109,0954
889,20200109,1006
890,20200109,1018
891,20200109,1030
892,20200109,1042
893,20200109,1054
894,20200109,1106
895,20200109,1118
896,20200109,1130
897,20200109,1142
898,20200109,1154
899,20200109,1206
900,20200109,1218
901,20200109,1230
902,20200109,1242
903,20200109,1254
904,20200109,1330
905,20200109,1342
906,20200109,1354
907,20200109,1406
908,20200109,1418
909,20200109,1430
910,20200109,1442
911,20200109,1506
912,20200109,1518
913,20200109,1530
914,20200109,1542
915,20200109,1554
916,20200109,1606
917,20200109,1642
918,20200109,1654
919,20200109,1706
920,20200109,1718
921,20200109,1730
922,20200109,1742
923,20200109,1754
924,20200109,1806
925,20200109,1818
926,20200109,1830
927,20200109,1842
928,20200109,1854
929,20200109,1906
930,20200109,1918
931,20200109,1930
932,20200109,1942
933,20200109,1954
934,20200109,2006
935,20200109,2018
936,20200109,2030
937,20200109,2118
938,20200109,2130
939,20200109,2142
940,20200109,2206
941,20200109,2218
942,20200109,2230
943,20200109,2306
944,20200109,2318
945,20200109,2330
946,20200109,2342
947,20200109,2354
948,20200110,0006
949,20200110,0018
950,20200110,0030
951,20200110,0042
952,20200110,0054
953,20200110,0130
954,20200110,0142
955,20200110,0154
956,20200110,0230
957,20200110,0242
958,20200110,0306
959,20200110,0318
960,20200110,0330
961,20200110,0422
962,20200110,0433
963,20200110,0443
964,20200110,0454
965,20200110,0506
966,20200110,0518
967,20200110,0530
968,20200110,0542
969,20200110,0618
970,20200110,0630
971,20200110,0718
972,20200110,0730
973,20200110,0742
974,20200110,0806
975,20200110,0830
976,20200110,0842
977,20200110,0906
978,20200110,0930
979,20200110,0942
980,20200110,0954
981,20200110,1006
982,20200110,1018
983,20200110,1030
984,20200110,1042
985,20200110,1054
986,20200110,1106
987,20200110,1118
988,20200110,1130
989,20200110,1142
990,20200110,1154
991,20200110,1206
992,20200110,1218
993,20200110,1230
994,20200110,1242
995,20200110,1254
996,20200110,1330
997,20200110,1342
998,20200110,1354
999,20200110,1406
1000,20200110,1418
1001,20200110,1430
1002,20200110,1442
1003,20200110,1506
1004,20200110,1518
1005,20200110,1530
1006,20200110,1542
1007,20200110,1554
1008,20200110,1606
1009,20200110,1618
1010,20200110,1630
1011,20200110,1642
1012,20200110,1654
1013,20200110,1706
1014,20200110,1718
1015,20200110,1730
1016,20200110,1742
1017,20200110,1754
1018,20200110,1806
1019,20200110,1818
1020,20200110,1830
1021,20200110,1842
1022,20200110,1854
1023,20200110,1906
1024,20200110,1918
1025,20200110,1930
1026,20200110,1942
1027,20200110,1954
1028,20200110,2006
1029,20200110,2018
1030,20200110,2030
1031,20200110,2042
1032,20200110,2118
1033,20200110,2130
1034,20200110,2142
1035,20200110,2154
1036,20200110,2206
1037,20200110,2218
1038,20200110,2230
1039,20200110,2306
1040,20200110,2318
1041,20200110,2330
1042,20200110,2342
1043,20200110,2354
1044,20200111,0006
1045,20200111,0018
1046,20200111,0030
1047,20200111,0042
1048,20200111,0054
1049,20200111,0130
1050,20200111,0142
1051,20200111,0154
1052,20200111,0206
1053,20200111,0218
1054,20200111,0230
1055,20200111,0242
1056,20200111,0306
1057,20200111,0318
1058,20200111,0330
1059,20200111,0342
1060,20200111,0354
1061,20200111,0406
1062,20200111,0418
1063,20200111,0430
1064,20200111,0442
1065,20200111,0454
1066,20200111,0506
1067,20200111,0518
1068,20200111,0530
1069,20200111,0542
1070,20200111,0554
1071,20200111,0606
1072,20200111,0618
1073,20200111,0630
1074,20200111,0642
1075,20200111,0654
1076,20200111,0706
1077,20200111,0718
1078,20200111,0730
1079,20200111,0742
1080,20200111,0754
1081,20200111,0806
1082,20200111,0818
1083,20200111,0830
1084,20200111,0842
1085,20200111,0906
1086,20200111,0918
1087,20200111,0930
1088,20200111,0942
1089,20200111,0954
1090,20200111,1006
1091,20200111,1018
1092,20200111,1030
1093,20200111,1042
1094,20200111,1054
1095,20200111,1106
1096,20200111,1118
1097,20200111,1130
1098,20200111,1142
1099,20200111,1154
1100,20200111,1206
1101,20200111,1218
1102,20200111,1230
1103,20200111,1242
1104,20200111,1254
1105,20200111,1330
1106,20200111,1342
1107,20200111,1354
1108,20200111,1406
1109,20200111,1418
1110,20200111,1430
1111,20200111,1442
1112,20200111,1506
1113,20200111,1518
1114,20200111,1530
1115,20200111,1542
1116,20200111,1554
1117,20200111,1606
1118,20200111,1618
1119,20200111,1630
1120,20200111,1642
1121,20200111,1654
1122,20200111,1706
1123,20200111,1718
1124,20200111,1730
1125,20200111,1742
1126,20200111,1754
1127,20200111,1806
1128,20200111,1818
1129,20200111,1830
1130,20200111,1842
1131,20200111,1854
1132,20200111,1906
1133,20200111,1918
1134,20200111,1930
1135,20200111,1942
1136,20200111,1954
1137,20200111,2006
1138,20200111,2018
1139,20200111,2030
1140,20200111,2042
1141,20200111,2118
1142,20200111,2130
1143,20200111,2142
1144,20200111,2154
1145,20200111,2206
1146,20200111,2218
1147,20200111,2230
1148,20200111,2306
1149,20200111,2318
1150,20200111,2330
1151,20200111,2342
1152,20200111,2354
1153,20200112,0006
1154,20200112,0018
1155,20200112,0030
1156,20200112,0042
1157,20200112,0054
1158,20200112,0130
1159,20200112,0142
1160,20200112,0154
1161,20200112,0206
1162,20200112,0218
1163,20200112,0230
1164,20200112,0242
1165,20200112,0306
1166,20200112,0318
1167,20200112,0330
1168,20200112,0342
1169,20200112,0354
1170,20200112,0406
1171,20200112,0418
1172,20200112,0430
1173,20200112,0442
1174,20200112,0454
1175,20200112,0506
1176,20200112,0518
1177,20200112,0530
1178,20200112,0542
1179,20200112,0554
1180,20200112,0606
1181,20200112,0618
1182,20200112,0630
1183,20200112,0642
1184,20200112,0654
1185,20200112,0706
1186,20200112,0718
1187,20200112,0730
1188,20200112,0742
1189,20200112,0806
1190,20200112,0818
1191,20200112,0830
1192,20200112,0842
1193,20200112,0906
1194,20200112,0918
1195,20200112,0930
1196,20200112,0942
1197,20200112,0954
1198,20200112,1006
1199,20200112,1018
1200,20200112,1030
1201,20200112,1042
1202,20200112,1054
1203,20200112,1106
1204,20200112,1118
1205,20200112,1130
1206,20200112,1142
1207,20200112,1154
1208,20200112,1206
1209,20200112,1218
1210,20200112,1230
1211,20200112,1242
1212,20200112,1254
1213,20200112,1330
1214,20200112,1342
1215,20200112,1354
1216,20200112,1406
1217,20200112,1418
1218,20200112,1430
1219,20200112,1442
1220,20200112,1506
1221,20200112,1518
1222,20200112,1530
1223,20200112,1542
1224,20200112,1554
1225,20200112,1606
1226,20200112,1618
1227,20200112,1630
1228,20200112,1642
1229,20200112,1654
1230,20200112,1706
1231,20200112,1730
1232,20200112,1742
1233,20200112,1754
1234,20200112,1806
1235,20200112,1818
1236,20200112,1830
1237,20200112,1842
1238,20200112,1854
1239,20200112,1906
1240,20200112,1918
1241,20200112,1930
1242,20200112,1942
1243,20200112,1954
1244,20200112,2006
1245,20200112,2018
1246,20200112,2030
1247,20200112,2042
1248,20200112,2118
1249,20200112,2130
1250,20200112,2142
1251,20200112,2154
1252,20200112,2206
1253,20200112,2218
1254,20200112,2230
1255,20200112,2306
1256,20200112,2318
1257,20200112,2330
1258,20200112,2342
1259,20200112,2354
1260,20200113,0006
1261,20200113,0018
1262,20200113,0030
1263,20200113,0042
1264,20200113,0054
1265,20200113,0130
1266,20200113,0142
1267,20200113,0154
1268,20200113,0206
1269,20200113,0218
1270,20200113,0230
1271,20200113,0242
1272,20200113,0306
1273,20200113,0318
1274,20200113,0330
1275,20200113,0342
1276,20200113,0354
1277,20200113,0406
1278,20200113,0418
1279,20200113,0430
1280,20200113,0442
1281,20200113,0454
1282,20200113,0506
1283,20200113,0518
1284,20200113,0530
1285,20200113,0542
1286,20200113,0554
1287,20200113,0606
1288,20200113,0618
1289,20200113,0630
1290,20200113,0642
1291,20200113,0654
1292,20200113,0706
1293,20200113,0718
1294,20200113,0730
1295,20200113,0742
1296,20200113,0806
1297,20200113,0818
1298,20200113,0830
1299,20200113,0842
1300,20200113,0906
1301,20200113,0918
1302,20200113,0930
1303,20200113,0942
1304,20200113,0954
1305,20200113,1006
1306,20200113,1018
1307,20200113,1030
1308,20200113,1042
1309,20200113,1054
1310,20200113,1106
1311,20200113,1118
1312,20200113,1130
1313,20200113,1142
1314,20200113,1154
1315,20200113,1206
1316,20200113,1218
1317,20200113,1230
1318,20200113,1242
1319,20200113,1254
1320,20200113,1330
1321,20200113,1342
1322,20200113,1354
1323,20200113,1406
1324,20200113,1418
1325,20200113,1430
1326,20200113,1442
1327,20200113,1506
1328,20200113,1518
1329,20200113,1554
1330,20200113,1630
1331,20200113,1642
1332,20200113,1654
1333,20200113,1706
1334,20200113,1718
1335,20200113,1730
1336,20200113,1742
1337,20200113,1754
1338,20200113,1806
1339,20200113,1818
1340,20200113,1830
1341,20200113,1842
1342,20200113,1854
1343,20200113,1906
1344,20200113,1918
1345,20200113,1930
1346,20200113,1942
1347,20200113,1954
1348,20200113,2006
1349,20200113,2018
1350,20200113,2030
1351,20200113,2042
1352,20200113,2118
1353,20200113,2130
1354,20200113,2142
1355,20200113,2154
1356,20200113,2206
1357,20200113,2218
1358,20200113,2230
1359,20200113,2306
1360,20200113,2318
1361,20200113,2330
1362,20200113,2342
1363,20200113,2354
1364,20200114,0006
1365,20200114,0018
1366,20200114,0030
1367,20200114,0042
1368,20200114,0130
1369,20200114,0142
1370,20200114,0154
1371,20200114,0206
1372,20200114,0218
1373,20200114,0230
1374,20200114,0242
1375,20200114,0306
1376,20200114,0318
1377,20200114,0330
1378,20200114,0342
1379,20200114,0354
1380,20200114,0406
1381,20200114,0418
1382,20200114,0430
1383,20200114,0442
1384,20200114,0454
1385,20200114,0506
1386,20200114,0518
1387,20200114,0530
1388,20200114,0542
1389,20200114,0554
1390,20200114,0606
1391,20200114,0618
1392,20200114,0630
1393,20200114,0642
1394,20200114,0654
1395,20200114,0706
1396,20200114,0718
1397,20200114,0730
1398,20200114,0742
1399,20200114,0754
1400,20200114,0806
1401,20200114,0818
1402,20200114,0830
1403,20200114,0906
1404,20200114,0918
1405,20200114,0930
1406,20200114,0942
1407,20200114,0954
1408,20200114,1006
1409,20200114,1018
1410,20200114,1030
1411,20200114,1042
1412,20200114,1054
1413,20200114,1106
1414,20200114,1118
1415,20200114,1130
1416,20200114,1142
1417,20200114,1154
1418,20200114,1206
1419,20200114,1218
1420,20200114,1230
1421,20200114,1242
1422,20200114,1254
1423,20200114,1330
1424,20200114,1342
1425,20200114,1354
1426,20200114,1406
1427,20200114,1418
1428,20200114,1430
1429,20200114,1442
1430,20200114,1506
1431,20200114,1518
1432,20200114,1530
1433,20200114,1542
1434,20200114,1554
1435,20200114,1606
1436,20200114,1618
1437,20200114,1630
1438,20200114,1642
1439,20200114,1654
1440,20200114,1706
1441,20200114,1718
1442,20200114,1730
1443,20200114,1742
1444,20200114,1754
1445,20200114,1806
1446,20200114,1818
1447,20200114,1830
1448,20200114,1842
1449,20200114,1854
1450,20200114,1906
1451,20200114,1918
1452,20200114,1930
1453,20200114,1942
1454,20200114,2006
1455,20200114,2018
1456,20200114,2030
1457,20200114,2042
1458,20200114,2118
1459,20200114,2130
1460,20200114,2142
1461,20200114,2154
1462,20200114,2206
1463,20200114,2218
1464,20200114,2230
1465,20200114,2306
1466,20200114,2318
1467,20200114,2330
1468,20200114,2342
1469,20200114,2354
1470,20200115,0006
1471,20200115,0018
1472,20200115,0030
1473,20200115,0042
1474,20200115,0054
1475,20200115,0130
1476,20200115,0142
1477,20200115,0154
1478,20200115,0206
1479,20200115,0218
1480,20200115,0230
1481,20200115,0242
1482,20200115,0306
1483,20200115,0318
1484,20200115,0330
1485,20200115,0342
1486,20200115,0354
1487,20200115,0406
1488,20200115,0418
1489,20200115,0430
1490,20200115,0442
1491,20200115,0454
1492,20200115,0506
1493,20200115,0518
1494,20200115,0530
1495,20200115,0542
1496,20200115,0606
