,Date,Time
656,20210107,0606
657,20210107,0618
658,20210107,0630
659,20210107,0642
660,20210107,0654
661,20210107,0706
662,20210107,0718
663,20210107,0730
664,20210107,0742
665,20210107,0754
666,20210107,0806
667,20210107,0818
668,20210107,0830
669,20210107,0842
670,20210107,0906
671,20210107,0918
672,20210107,0930
673,20210107,0942
674,20210107,0954
675,20210107,1006
676,20210107,1018
677,20210107,1030
678,20210107,1042
679,20210107,1054
680,20210107,1106
681,20210107,1118
682,20210107,1130
683,20210107,1142
684,20210107,1154
685,20210107,1206
686,20210107,1218
687,20210107,1230
688,20210107,1242
689,20210107,1254
690,20210107,1330
691,20210107,1342
692,20210107,1354
693,20210107,1406
694,20210107,1418
695,20210107,1430
696,20210107,1442
697,20210107,1506
698,20210107,1518
699,20210107,1530
700,20210107,1542
701,20210107,1606
702,20210107,1654
703,20210107,1706
704,20210107,1718
705,20210107,1730
706,20210107,1742
707,20210107,1754
708,20210107,1806
709,20210107,1818
710,20210107,1830
711,20210107,1842
712,20210107,1854
713,20210107,1906
714,20210107,1918
715,20210107,1930
716,20210107,1954
717,20210107,2006
718,20210107,2018
719,20210107,2030
720,20210107,2118
721,20210107,2130
722,20210107,2142
723,20210107,2154
724,20210107,2206
725,20210107,2218
726,20210107,2230
727,20210107,2306
728,20210107,2318
729,20210107,2330
730,20210107,2342
731,20210107,2354
732,20210108,0006
733,20210108,0018
734,20210108,0030
735,20210108,0042
736,20210108,0054
737,20210108,0130
738,20210108,0142
739,20210108,0154
740,20210108,0218
741,20210108,0230
742,20210108,0242
743,20210108,0306
744,20210108,0318
745,20210108,0330
746,20210108,0422
747,20210108,0433
748,20210108,0443
749,20210108,0454
750,20210108,0506
751,20210108,0518
752,20210108,0530
753,20210108,0542
754,20210108,0618
755,20210108,0630
756,20210108,0718
757,20210108,0730
758,20210108,0742
759,20210108,0806
760,20210108,0830
761,20210108,0842
762,20210108,0906
763,20210108,0930
764,20210108,0942
765,20210108,0954
766,20210108,1006
767,20210108,1018
768,20210108,1030
769,20210108,1042
770,20210108,1054
771,20210108,1106
772,20210108,1118
773,20210108,1130
774,20210108,1142
775,20210108,1154
776,20210108,1206
777,20210108,1218
778,20210108,1230
779,20210108,1242
780,20210108,1254
781,20210108,1330
782,20210108,1342
783,20210108,1354
784,20210108,1406
785,20210108,1418
786,20210108,1430
787,20210108,1442
788,20210108,1506
789,20210108,1518
790,20210108,1530
791,20210108,1542
792,20210108,1554
793,20210108,1606
794,20210108,1618
795,20210108,1630
796,20210108,1642
797,20210108,1654
798,20210108,1706
799,20210108,1718
800,20210108,1730
801,20210108,1742
802,20210108,1754
803,20210108,1806
804,20210108,1818
805,20210108,1830
806,20210108,1842
807,20210108,1854
808,20210108,1906
809,20210108,1918
810,20210108,1930
811,20210108,1942
812,20210108,1954
813,20210108,2006
814,20210108,2018
815,20210108,2030
816,20210108,2042
817,20210108,2118
818,20210108,2130
819,20210108,2142
820,20210108,2154
821,20210108,2206
822,20210108,2218
823,20210108,2230
824,20210108,2306
825,20210108,2318
826,20210108,2330
827,20210108,2342
828,20210108,2354
829,20210109,0006
830,20210109,0018
831,20210109,0030
832,20210109,0042
833,20210109,0054
834,20210109,0130
835,20210109,0142
836,20210109,0154
837,20210109,0206
838,20210109,0218
839,20210109,0230
840,20210109,0242
841,20210109,0306
842,20210109,0318
843,20210109,0330
844,20210109,0342
845,20210109,0354
846,20210109,0406
847,20210109,0418
848,20210109,0430
849,20210109,0442
850,20210109,0454
851,20210109,0506
852,20210109,0518
853,20210109,0530
854,20210109,0542
855,20210109,0554
856,20210109,0606
857,20210109,0618
858,20210109,0630
859,20210109,0642
860,20210109,0654
861,20210109,0706
862,20210109,0718
863,20210109,0730
864,20210109,0742
865,20210109,0754
866,20210109,0806
867,20210109,0818
868,20210109,0830
869,20210109,0842
870,20210109,0906
871,20210109,0918
872,20210109,0930
873,20210109,0942
874,20210109,0954
875,20210109,1006
876,20210109,1018
877,20210109,1030
878,20210109,1042
879,20210109,1054
880,20210109,1106
881,20210109,1118
882,20210109,1130
883,20210109,1142
884,20210109,1154
885,20210109,1206
886,20210109,1218
887,20210109,1230
888,20210109,1242
889,20210109,1254
890,20210109,1330
891,20210109,1342
892,20210109,1354
893,20210109,1406
894,20210109,1418
895,20210109,1430
896,20210109,1442
897,20210109,1506
898,20210109,1518
899,20210109,1530
900,20210109,1542
901,20210109,1554
902,20210109,1606
903,20210109,1630
904,20210109,1642
905,20210109,1654
906,20210109,1706
907,20210109,1718
908,20210109,1730
909,20210109,1742
910,20210109,1754
911,20210109,1806
912,20210109,1818
913,20210109,1830
914,20210109,1842
915,20210109,1854
916,20210109,1906
917,20210109,1918
918,20210109,1930
919,20210109,1942
920,20210109,1954
921,20210109,2006
922,20210109,2018
923,20210109,2030
924,20210109,2042
925,20210109,2118
926,20210109,2130
927,20210109,2142
928,20210109,2154
929,20210109,2206
930,20210109,2218
931,20210109,2230
932,20210109,2306
933,20210109,2318
934,20210109,2330
935,20210109,2342
936,20210109,2354
937,20210110,0006
938,20210110,0018
939,20210110,0030
940,20210110,0042
941,20210110,0054
942,20210110,0130
943,20210110,0142
944,20210110,0154
945,20210110,0206
946,20210110,0218
947,20210110,0230
948,20210110,0242
949,20210110,0306
950,20210110,0318
951,20210110,0330
952,20210110,0342
953,20210110,0354
954,20210110,0406
955,20210110,0418
956,20210110,0430
957,20210110,0442
958,20210110,0454
959,20210110,0506
960,20210110,0518
961,20210110,0530
962,20210110,0542
963,20210110,0554
964,20210110,0606
965,20210110,0618
966,20210110,0630
967,20210110,0642
968,20210110,0654
969,20210110,0706
970,20210110,0718
971,20210110,0730
972,20210110,0742
973,20210110,0754
974,20210110,0806
975,20210110,0818
976,20210110,0830
977,20210110,0842
978,20210110,0906
979,20210110,0918
980,20210110,0930
981,20210110,0942
982,20210110,0954
983,20210110,1006
984,20210110,1018
985,20210110,1030
986,20210110,1042
987,20210110,1054
988,20210110,1106
989,20210110,1118
990,20210110,1130
991,20210110,1142
992,20210110,1154
993,20210110,1206
994,20210110,1218
995,20210110,1230
996,20210110,1242
997,20210110,1254
998,20210110,1330
999,20210110,1342
1000,20210110,1354
1001,20210110,1406
1002,20210110,1418
1003,20210110,1430
1004,20210110,1442
1005,20210110,1506
1006,20210110,1518
1007,20210110,1530
1008,20210110,1542
1009,20210110,1554
1010,20210110,1606
1011,20210110,1618
1012,20210110,1642
1013,20210110,1718
1014,20210110,1730
1015,20210110,1742
1016,20210110,1754
1017,20210110,1806
1018,20210110,1818
1019,20210110,1830
1020,20210110,1842
1021,20210110,1854
1022,20210110,1906
1023,20210111,0130
1024,20210111,0142
1025,20210111,0154
1026,20210111,0206
1027,20210111,0218
1028,20210111,0230
1029,20210111,0242
1030,20210111,0306
1031,20210111,0318
1032,20210111,0330
1033,20210111,0342
1034,20210111,0354
1035,20210111,0406
1036,20210111,0418
1037,20210111,0430
1038,20210111,0442
1039,20210111,0454
1040,20210111,0506
1041,20210111,0518
1042,20210111,0530
1043,20210111,0542
1044,20210111,0554
1045,20210111,0606
1046,20210111,0618
1047,20210111,0630
1048,20210111,0642
1049,20210111,0654
1050,20210111,0706
1051,20210111,0718
1052,20210111,0730
1053,20210111,0742
1054,20210111,0754
1055,20210111,0806
1056,20210111,0818
1057,20210111,0830
1058,20210111,0842
1059,20210111,0906
1060,20210111,0918
1061,20210111,0930
1062,20210111,0942
1063,20210111,0954
1064,20210111,1006
1065,20210111,1018
1066,20210111,1030
1067,20210111,1042
1068,20210111,1054
1069,20210111,1106
1070,20210111,1118
1071,20210111,1130
1072,20210111,1142
1073,20210111,1154
1074,20210111,1206
1075,20210111,1218
1076,20210111,1230
1077,20210111,1242
1078,20210111,1254
1079,20210111,1330
1080,20210111,1342
1081,20210111,1354
1082,20210111,1406
1083,20210111,1418
1084,20210111,1430
1085,20210111,1442
1086,20210111,1506
1087,20210111,1518
1088,20210111,1530
1089,20210111,1542
1090,20210111,1554
1091,20210111,1606
1092,20210111,1618
1093,20210111,1630
1094,20210111,1642
1095,20210111,1715
1096,20210111,1758
1097,20210111,2045
1098,20210111,2056
1099,20210111,2118
1100,20210111,2130
1101,20210111,2142
1102,20210111,2154
1103,20210112,0442
1104,20210112,0454
1105,20210112,0506
1106,20210112,0518
1107,20210112,0530
1108,20210112,0542
1109,20210112,0554
1110,20210112,0606
1111,20210112,0618
1112,20210112,1542
1113,20210112,1554
1114,20210112,1606
1115,20210112,1618
1116,20210112,1630
1117,20210112,2330
1118,20210112,2342
1119,20210112,2354
1120,20210113,0006
1121,20210113,0018
1122,20210113,0030
1123,20210113,0042
1124,20210113,0054
1125,20210113,0130
1126,20210113,0142
1127,20210113,0154
1128,20210113,2318
1129,20210113,2330
1130,20210113,2342
1131,20210113,2354
1132,20210114,1513
1133,20210115,0036
1134,20210116,0007
1135,20210116,0607
1136,20210116,0906
1137,20210116,1207
1138,20210116,1506
1139,20210116,1807
1140,20210117,0006
1141,20210117,0018
1142,20210117,0030
1143,20210117,0042
1144,20210117,0054
1145,20210117,0130
1146,20210117,0142
1147,20210117,0154
1148,20210117,0206
1149,20210117,0218
1150,20210117,0230
1151,20210117,0242
1152,20210117,0306
1153,20210117,0318
1154,20210117,0330
1155,20210117,0342
1156,20210117,0354
1157,20210117,0406
1158,20210117,0418
1159,20210117,0430
1160,20210117,0442
1161,20210117,0454
1162,20210117,0506
1163,20210117,0518
1164,20210117,0530
1165,20210117,0542
1166,20210117,0554
1167,20210117,0606
1168,20210117,0618
1169,20210117,0630
1170,20210117,0642
1171,20210117,0654
1172,20210117,0706
1173,20210117,0718
1174,20210117,0730
1175,20210117,0742
1176,20210117,0754
1177,20210117,0806
1178,20210117,0818
1179,20210117,0830
1180,20210117,0842
1181,20210117,0906
1182,20210117,0918
1183,20210117,0930
1184,20210117,0942
1185,20210117,0954
1186,20210117,1006
1187,20210117,1018
1188,20210117,1030
1189,20210117,1042
1190,20210117,1054
1191,20210117,1106
1192,20210117,1118
1193,20210117,1130
1194,20210117,1142
1195,20210117,1154
1196,20210117,1206
1197,20210117,1218
1198,20210117,1230
1199,20210117,1242
1200,20210117,1254
1201,20210117,1330
1202,20210117,1342
1203,20210117,1354
1204,20210117,1406
1205,20210117,1418
1206,20210117,1430
1207,20210117,1442
1208,20210117,1506
1209,20210117,1518
1210,20210117,1530
1211,20210117,1642
1212,20210117,1654
1213,20210117,1706
1214,20210117,1718
1215,20210117,1730
1216,20210117,1742
1217,20210117,1754
1218,20210117,1806
1219,20210117,1818
1220,20210117,1830
1221,20210117,1842
1222,20210117,1854
1223,20210117,1906
1224,20210117,1918
1225,20210117,1930
1226,20210117,1942
1227,20210117,1954
1228,20210117,2006
1229,20210117,2018
1230,20210117,2030
1231,20210117,2042
1232,20210117,2118
1233,20210117,2130
1234,20210117,2142
1235,20210117,2154
1236,20210117,2206
1237,20210117,2218
1238,20210117,2230
1239,20210117,2306
1240,20210117,2318
1241,20210117,2330
1242,20210117,2342
1243,20210117,2354
1244,20210118,0006
1245,20210118,0018
1246,20210118,0030
1247,20210118,0042
1248,20210118,0054
1249,20210118,0146
1250,20210118,0216
1251,20210118,0246
1252,20210118,0316
1253,20210118,0346
1254,20210118,0416
1255,20210118,0446
1256,20210118,0516
1257,20210118,0546
1258,20210118,0616
1259,20210118,0646
1260,20210118,0716
1261,20210118,0746
1262,20210118,0816
1263,20210118,0846
1264,20210118,1016
1265,20210118,1046
1266,20210118,1116
1267,20210118,1146
1268,20210118,1216
1269,20210118,1246
1270,20210118,1316
1271,20210118,1346
1272,20210118,1416
1273,20210118,1446
1274,20210118,1516
1275,20210118,1546
1276,20210118,1616
1277,20210118,1646
1278,20210118,1716
1279,20210118,1746
1280,20210118,1816
1281,20210118,1846
1282,20210118,1916
1283,20210118,1946
1284,20210118,2016
1285,20210118,2046
1286,20210118,2116
1287,20210118,2146
1288,20210118,2216
1289,20210118,2246
1290,20210118,2316
1291,20210118,2346
1292,20210119,0016
1293,20210119,0046
1294,20210119,0116
1295,20210119,0146
1296,20210119,0216
1297,20210119,0246
1298,20210119,0316
1299,20210119,0346
1300,20210119,0416
1301,20210119,0446
1302,20210119,0516
1303,20210119,0546
1304,20210119,0616
1305,20210119,0646
1306,20210119,0716
1307,20210119,0746
1308,20210119,0816
1309,20210119,0846
1310,20210119,0916
1311,20210119,0946
1312,20210119,1016
1313,20210119,1046
1314,20210119,1116
1315,20210119,1146
1316,20210119,1216
1317,20210119,1246
1318,20210119,1316
1319,20210119,1346
1320,20210119,1416
1321,20210119,1446
1322,20210119,1516
1323,20210119,1546
1324,20210119,2245
1325,20210119,2323
1326,20210119,2342
1327,20210119,2354
1328,20210120,0006
1329,20210120,0018
1330,20210120,0030
1331,20210120,0042
1332,20210120,0054
1333,20210120,0130
1334,20210120,0142
1335,20210120,0154
1336,20210120,0206
1337,20210120,0218
1338,20210120,0230
1339,20210120,0242
1340,20210120,0306
1341,20210120,0318
1342,20210120,0330
1343,20210120,0342
1344,20210120,0354
1345,20210120,0406
1346,20210120,0418
1347,20210120,0430
1348,20210120,0442
1349,20210120,0454
1350,20210120,0506
1351,20210120,0518
1352,20210120,0530
1353,20210120,0542
1354,20210120,0554
1355,20210120,0606
1356,20210120,0618
1357,20210120,0630
1358,20210120,0642
1359,20210120,0654
1360,20210120,0706
1361,20210120,0718
1362,20210120,0730
1363,20210120,0742
1364,20210120,0754
1365,20210120,0806
1366,20210120,0818
1367,20210120,0830
1368,20210120,0842
1369,20210120,0906
1370,20210120,0918
1371,20210120,0930
1372,20210120,0942
1373,20210120,0954
1374,20210120,1006
1375,20210120,1018
1376,20210120,1030
1377,20210120,1042
1378,20210120,1054
1379,20210120,1106
1380,20210120,1118
1381,20210120,1130
1382,20210120,1142
1383,20210120,1154
1384,20210120,1206
1385,20210120,1218
1386,20210120,1230
1387,20210120,1242
1388,20210120,1254
1389,20210120,1330
1390,20210120,1342
1391,20210120,1354
1392,20210120,1406
1393,20210120,1418
1394,20210120,1430
1395,20210120,1442
1396,20210120,1510
1397,20210120,1519
1398,20210120,1530
1399,20210120,1542
1400,20210120,1606
1401,20210120,1618
1402,20210120,1630
1403,20210120,1642
1404,20210120,1654
1405,20210120,1706
1406,20210120,1718
1407,20210120,1730
1408,20210120,1742
1409,20210120,1754
1410,20210120,1806
1411,20210120,1818
1412,20210120,1830
1413,20210120,1842
1414,20210120,1854
1415,20210120,1906
1416,20210120,1918
1417,20210120,1930
1418,20210120,1942
1419,20210120,1954
1420,20210120,2006
1421,20210120,2018
1422,20210120,2030
1423,20210120,2118
1424,20210120,2130
1425,20210120,2142
1426,20210120,2154
1427,20210120,2206
1428,20210120,2218
1429,20210120,2230
1430,20210120,2306
1431,20210120,2318
1432,20210120,2330
1433,20210120,2342
1434,20210120,2354
1435,20210121,0006
1436,20210121,0018
1437,20210121,0042
1438,20210121,0054
1439,20210121,0130
1440,20210121,0142
1441,20210121,0154
1442,20210121,0206
1443,20210121,0218
1444,20210121,0230
1445,20210121,0242
1446,20210121,0306
1447,20210121,0318
1448,20210121,0330
1449,20210121,0342
1450,20210121,0354
1451,20210121,0406
1452,20210121,0418
1453,20210121,0430
1454,20210121,0442
1455,20210121,0454
1456,20210121,0506
1457,20210121,0518
1458,20210121,0530
1459,20210121,0542
1460,20210121,0554
1461,20210121,0606
1462,20210121,0618
1463,20210121,0630
1464,20210121,0642
1465,20210121,0654
1466,20210121,0706
1467,20210121,0718
1468,20210121,0730
1469,20210121,0742
1470,20210121,0754
1471,20210121,0806
1472,20210121,0818
1473,20210121,0830
1474,20210121,0842
1475,20210121,0906
1476,20210121,0918
1477,20210121,0930
1478,20210121,0942
1479,20210121,0954
1480,20210121,1006
1481,20210121,1018
1482,20210121,1030
1483,20210121,1042
1484,20210121,1054
1485,20210121,1106
1486,20210121,1118
1487,20210121,1130
1488,20210121,1142
1489,20210121,1154
1490,20210121,1206
1491,20210121,1218
1492,20210121,1230
1493,20210121,1242
1494,20210121,1254
1495,20210121,1330
1496,20210121,1342
1497,20210121,1354
